Name_of_App,Rating,Company,App_Detail_Web_Page_URL
Bipolarité France Mood Tracker,,Bipolar UK,https://play.google.com/store/apps/details?id=com.bipolar_flutter_fr
My Baby Unicorn 2,"3.7
star",TutoTOONS,https://play.google.com/store/apps/details?id=com.tutotoons.app.mybabyunicorn2.free
Unicorn Evolution: Idle Catch,"4.6
star",Tapps Games,https://play.google.com/store/apps/details?id=br.com.tapps.unicornevolution
CBT Hypnotherapy: MentalFuture,"3.8
star","Mental Future for Meditation, CBT and Sleep",https://play.google.com/store/apps/details?id=com.mental.future.meditation.cbt
Unicorn games for kids,"4.3
star",Abuzz,https://play.google.com/store/apps/details?id=com.iabuzz.Puzzle4KidsUnicorns
Heal EMDR: Self-Guided Therapy,"3.6
star",Heal EMDR App,https://play.google.com/store/apps/details?id=com.appflutter.heal
Unicorn Phone for Kids Games,"4.1
star","Timpy Games For Kids, Toddlers & Baby",https://play.google.com/store/apps/details?id=com.iz.pink.unicorn.baby.toy.phone.princess.game
My Unicorn: Fun Games,"4.5
star",Kids Food Games Inc.,https://play.google.com/store/apps/details?id=my.little.unicorn
EMDR Therapy,"3.7
star",garfmedya,https://play.google.com/store/apps/details?id=com.garfmedya.EMDR
Little Panda: Fashion Unicorn,"4.0
star",BabyBus,https://play.google.com/store/apps/details?id=com.sinyee.babybus.horse
Depression Test,"4.4
star",Inquiry Health LLC,https://play.google.com/store/apps/details?id=com.moodtools.depressiontest
Unicorn Dress up games kids,,Bini Games,https://play.google.com/store/apps/details?id=bini.games.kids.girls.unicorn.dress.up.salon
Twinkle - Unicorn Cat Princess,"4.2
star",TutoTOONS,https://play.google.com/store/apps/details?id=com.cuteandtinybabygames.twinkleunicorncatprincess.free
Flow - Depression treatment,"3.4
star",Flow Neuroscience,https://play.google.com/store/apps/details?id=com.flowneuroscience.flow.droid
BAYALA® Unicorn Adventures,"3.3
star",Blue Ocean Entertainment AG,https://play.google.com/store/apps/details?id=de.blueocean.bayala.einhorn.abenteuer.schleich.spielen.reiten.elfen.magic
Mood Tracker by Pixels,"4.6
star",Teo Vogel,https://play.google.com/store/apps/details?id=ar.teovogel.yip
Unicorn Run Kids Games 0+,,Abovegames,https://play.google.com/store/apps/details?id=com.abovegames.runnerfortoddlersunicorns
DBT Coach : Guided Therapy,"4.2
star","Resiliens, Inc",https://play.google.com/store/apps/details?id=co.swasth.dbtcoach
Unicorn Games for 2+ Year Olds,"4.3
star",IDZ Digital Private Limited,https://play.google.com/store/apps/details?id=com.iz.unicorn.girl.dress.up.rainbow.run.baby.pony.runner.flyer.kids.fun.toddler.games
Mindspa,"3.9
star",Mindspa Health,https://play.google.com/store/apps/details?id=me.mindspa.app
Unicorn Run - Magic Land,,Hashbyte Studio,https://play.google.com/store/apps/details?id=com.hashbytestudio.unicornrunmagicland
Daylio Journal - Mood Tracker,"4.7
star",Habitics,https://play.google.com/store/apps/details?id=net.daylio
Unicorn HTTPS:Secure & Fast,"4.4
star","Unicorn Soft, Inc.",https://play.google.com/store/apps/details?id=kr.co.lylstudio.httpsguard
Unicorn Coloring Book for Kids,"4.3
star",GunjanApps Studios,https://play.google.com/store/apps/details?id=com.gamesforkids.coloringpages.unicorn
"Unicorn Blocker:Adblocker, Fas","4.0
star
$1.99","Unicorn Soft, Inc.",https://play.google.com/store/apps/details?id=kr.co.lylstudio.unicorn
Unicorn Academy: Magic School,"3.6
star",Bibi.Pet - Toddlers Games - Colors and Shapes,https://play.google.com/store/apps/details?id=bibi.pet.games.explorer.magic
Girls Hair Salon Unicorn,"4.4
star",Pazu Games,https://play.google.com/store/apps/details?id=com.pazugames.unicorngirlshairsalon
Kids Coloring Games: Unicorn,"4.7
star",Kiddzoo,https://play.google.com/store/apps/details?id=com.kiddzoo.coloring.games
Unicorn Catch,"4.0
star",Shonduras Inc,https://play.google.com/store/apps/details?id=com.ShondurasInc.UnicornCatch
Makeup girls unicorn dress up,"3.8
star",Pazu Games,https://play.google.com/store/apps/details?id=com.pazugames.makeupgirlsunicorn
Magical Unicorn Candy World,"4.0
star",winkypinky,https://play.google.com/store/apps/details?id=air.com.winkypinky.MagicalUnicornCandyWorld
Cute Unicorn Coloring,,Peynir Games,https://play.google.com/store/apps/details?id=com.peynirgames.unicorncoloring
My Colorful Unicorn Care,,Big Ruby Studios,https://play.google.com/store/apps/details?id=com.bigruby.MyColorfulUnicornCare
Unicorn Olympics,,Spirit Bomb - Arcade Shooting Games,https://play.google.com/store/apps/details?id=co.spiritbomb.puzzle.match.merge.unicorn.master
Unicorn phone mobile toy games,"3.4
star",NutGenix Games,https://play.google.com/store/apps/details?id=com.babyphonegames.UnicornBabyPhone
mLite - GPS Location Tracker,"3.4
star",IPL GROUP PTY LTD,https://play.google.com/store/apps/details?id=com.mspy.lite
FollowMee GPS Tracker,"4.1
star",FollowMee LLC,https://play.google.com/store/apps/details?id=com.fmee.fmeeservf
Phone Tracker & GPS Locator,,FeaturedApp,https://play.google.com/store/apps/details?id=com.phonetracker.numberfinder.mobilenumberlocator
iTrack - GPS Tracking System,"3.4
star",SEEWORLD Technology Corp.Ltd.,https://play.google.com/store/apps/details?id=com.swd.tracker
Geo Tracker - GPS tracker,"4.6
star",Ilya Bogdanovich,https://play.google.com/store/apps/details?id=com.ilyabogdanovich.geotracker
17TRACK Package Tracker,"4.1
star",17TRACK,https://play.google.com/store/apps/details?id=yqtrack.app
Track My Phone,"3.3
star",GPSWOX.COM,https://play.google.com/store/apps/details?id=org.mobilegpstracker.client
GPS Phone Location Tracker,"4.5
star",LastSeen Technology,https://play.google.com/store/apps/details?id=com.codefit.trackerapp
VMTrackers GPS+Mobile Tracking,"3.6
star",VirtualMaze,https://play.google.com/store/apps/details?id=com.vmtrackers
Real Time GPS Tracker,"3.8
star",SkyNavis,https://play.google.com/store/apps/details?id=com.app.realtimetracker
Phone Tracker,"4.2
star",WeFindertools,https://play.google.com/store/apps/details?id=com.phonetracker.location.share
TrackIt: Study Tracker & Timer,"4.4
star",vinztech.app,https://play.google.com/store/apps/details?id=app.vinztech.trackit
GPS Location Tracker for Phone,"4.0
star",VTN Global App,https://play.google.com/store/apps/details?id=com.gps.phonelocation.tracker.locatorsharing.maps
Phone Tracker : Number Locator,,AlAwraq Studio,https://play.google.com/store/apps/details?id=com.locationtracker.phonefinder.number.tracker.findlocation
Locate Us: Location Tracker,"4.4
star",Pixster Studio,https://play.google.com/store/apps/details?id=com.pixsterstudio.locationtracker
MFinder: Find My Phone Tracker,"3.7
star",(주)데이터유니버스,https://play.google.com/store/apps/details?id=co.kr.datau.mfinder_global
Phone Tracker: GPS Tracker,"4.7
star",Gitola Tech Studios,https://play.google.com/store/apps/details?id=com.gitolatech.phonetracker.gps.tracker
OneLocator: GPS Phone Tracker,"4.3
star",Family Locator Inc.,https://play.google.com/store/apps/details?id=mg.locations.track5
Circuit Package Tracker,"3.7
star",Circuit Routing Limited,https://play.google.com/store/apps/details?id=com.circuit.tracker
Pokémon Sleep,"4.4
star",The Pokémon Company,https://play.google.com/store/apps/details?id=jp.pokemon.pokemonsleep
Phone Tracker - GPS Location,"4.2
star",Khidmat,https://play.google.com/store/apps/details?id=com.app.phonetracker
AnyTracker - track anything!,"4.2
star",Shervin Koushan,https://play.google.com/store/apps/details?id=com.shervinkoushan.anyTracker
Sleep Tracker: Sleep Recorder,"4.1
star",CodeSculptors,https://play.google.com/store/apps/details?id=com.sleep.sleeptracker.sleepsounds.sleepcycle
Track Me Fast Package Tracker,"4.4
star",MaxigetDM,https://play.google.com/store/apps/details?id=com.trackmefast.app
Sleep Tracker - Sleep Cycle,"3.9
star",AllThatMsg,https://play.google.com/store/apps/details?id=easy.sleep.tracker2
Lost Phone Tracker,"4.8
star",lost phone tracker,https://play.google.com/store/apps/details?id=com.lostphone.tracker
Sleep Tracker & Sleep Recorder,"4.6
star","Apirox, s.r.o.",https://play.google.com/store/apps/details?id=com.apirox.sleeprecorder
SaveMyTime - Time Tracker,"4.4
star",Save My Time,https://play.google.com/store/apps/details?id=com.godmodev.optime
Insomnia Coach,"3.8
star",US Department of Veterans Affairs (VA),https://play.google.com/store/apps/details?id=gov.va.mobilehealth.ncptsd.insomniacoach
Sleep Reset: CBT for Insomnia,"4.5
star",Sleep Reset,https://play.google.com/store/apps/details?id=com.simplehabit.nocturne
RISE: Sleep Tracker,"4.2
star",Rise Science,https://play.google.com/store/apps/details?id=com.risesci.nyx
Sleep Tracker: Sleep Cycle,"4.3
star",Fasting APP Group,https://play.google.com/store/apps/details?id=com.sleep.snore.insomnia
"Sleepway: Sleep Tracker, Sound","4.4
star",Vision Wizard,https://play.google.com/store/apps/details?id=com.visionwizard.sleeptrack
Moodswing,,Moodswing,https://play.google.com/store/apps/details?id=com.moodswing.moodswing
MoodWise - Simple Mood Tracker,,LakesideCoding,https://play.google.com/store/apps/details?id=com.lakesidecoding.moodwise
Pixy Mood Tracker,"4.7
star",DEVMOOD,https://play.google.com/store/apps/details?id=com.devmood.pixymoodtracker
MoodMe: Relationship Mood App,"3.7
star",Moodme,https://play.google.com/store/apps/details?id=com.tepia.moodme
Progress Tracker,"3.5
star",Progress Tracker,https://play.google.com/store/apps/details?id=amar.progress
Circadian: Your Natural Rhythm,"4.2
star",Natural Cycles,https://play.google.com/store/apps/details?id=com.crestcoder.circadian
MyCircadian,"4.7
star",Sarah Kleiner Wellness,https://play.google.com/store/apps/details?id=com.mycircadian.app
My Circadian Clock,"2.5
star",Salk Institute,https://play.google.com/store/apps/details?id=com.salk.mycircadianclock
Solar Circadian Clock,,Damien Devillian,https://play.google.com/store/apps/details?id=com.projectdevante.app.solarcircadianclock
Alarmy - Alarm Clock & Sleep,"4.6
star",Sleep Tracker & Alarm Clock by Delightroom,https://play.google.com/store/apps/details?id=droom.sleepIfUCan
Circle Medical - See a Doctor,"4.6
star",Circle Medical Technologies,https://play.google.com/store/apps/details?id=co.circlemedical.patient
Clue Cycle & Period Tracker,"4.4
star",Clue Period Tracker by BioWink,https://play.google.com/store/apps/details?id=com.clue.android
Twilight: Blue light filter,"4.6
star",Petr Nálevka (Urbandroid),https://play.google.com/store/apps/details?id=com.urbandroid.lux
Sleep as Android: Smart alarm,"4.6
star",Petr Nálevka (Urbandroid),https://play.google.com/store/apps/details?id=com.urbandroid.sleep
Arcashift: Sleep & Balance,"4.1
star",Arcascope,https://play.google.com/store/apps/details?id=com.arcascope.shift_app
Blue Light Filter - Night Mode,"4.7
star",Leap Fitness Group,https://play.google.com/store/apps/details?id=com.eyefilter.nightmode.bluelightfilter
Circular,"3.2
star",Circularing,https://play.google.com/store/apps/details?id=xyz.circular.circular
Moodflow: Mood Tracker,"3.7
star",Better Days Ahead,https://play.google.com/store/apps/details?id=com.moodpixel
Grok - AI Assistant,"4.8
star",xAI,https://play.google.com/store/apps/details?id=ai.x.grok
"Endel: Focus, Relax & Sleep","4.6
star",Endel Sound GmbH,https://play.google.com/store/apps/details?id=com.endel.endel
Light Awake,"3.4
star",Light Awake USA LLC,https://play.google.com/store/apps/details?id=com.lightawakereimagined
Mood Trend ~bipolar disorder~,,Midori Saku,https://play.google.com/store/apps/details?id=com.moodtrend.mood_trend_flutter
Rhythm Journey,"4.0
star",Melovity,https://play.google.com/store/apps/details?id=com.melovity.rhythmjourney
ZenOnco Cancer Care,,ZenOnco.io Cancer Care,https://play.google.com/store/apps/details?id=com.zenonco.cancer
Ontime: Fasting & Circadian,,CB Inc,https://play.google.com/store/apps/details?id=app.health.ontime
Sleep.com: Sleep Cycle Tracker,"3.7
star",Mattress Firm,https://play.google.com/store/apps/details?id=com.mattressfirm.sleepapp
Eye Pro - Blue Light Filter,"4.2
star
$1.99",System monitor tools lab - Cpu Ram Battery,https://play.google.com/store/apps/details?id=com.glgjing.blue.light.filter.pro
"Online therapy, emotional help","3.9
star",ifeel,https://play.google.com/store/apps/details?id=com.ifeel.ifeeluserchat
Coryvo - Rhythm Trainer,"4.7
star",Nitzan Ravhon,https://play.google.com/store/apps/details?id=com.coryvo.learn
Sleep Time - Alarm Calculator,"4.6
star",Oleg Filimonov,https://play.google.com/store/apps/details?id=ru.olegfilimonov.sleeptime
Sintelly: CBT Therapy Chatbot,"4.4
star",Sintelly,https://play.google.com/store/apps/details?id=com.seasector.emotionalintelligence
Naps & sleep cycle alarm,"4.1
star",Omar Ahmed,https://play.google.com/store/apps/details?id=me.azab.oa.powernap
Bluelight Filter Pro,"4.0
star
$2.99",Leap Fitness Group,https://play.google.com/store/apps/details?id=com.eyefilter.nightmode.bluelightfilterpro
Sleep Tracker and Sleep Cycle,"3.6
star",Fit Health Inc.,https://play.google.com/store/apps/details?id=com.sleep.sleeptracker.sleeprecorder.sleepcycle
Timeshifter Jet Lag,"4.6
star",Timeshifter Inc.,https://play.google.com/store/apps/details?id=com.timeshifter.timeshifter
SnoreLab : Record Your Snoring,"4.5
star",Reviva Softworks Ltd,https://play.google.com/store/apps/details?id=com.snorelab.app
Wysa: Mental Wellbeing AI,"4.6
star",Touchkin,https://play.google.com/store/apps/details?id=bot.touchkin
Mindvalley: Self Improvement,"4.3
star",Mindvalley Inc.,https://play.google.com/store/apps/details?id=com.mindvalley.mva
Headspace: Meditation & Health,"4.4
star","Headspace for Meditation, Mindfulness and Sleep",https://play.google.com/store/apps/details?id=com.getsomeheadspace.android
Athena AI Life AdvisorGPT,"4.4
star",Athena AI Ventures Inc,https://play.google.com/store/apps/details?id=app.athenaai
Balance - Menopause & Hormones,"4.2
star",Newson Health Limited,https://play.google.com/store/apps/details?id=com.balance_app.app
Daily affirmations mirror,"4.5
star",nixGames,https://play.google.com/store/apps/details?id=com.nixgames.motivation.mirror
"Slumber: Fall Asleep, Insomnia","4.5
star",Slumber Studios,https://play.google.com/store/apps/details?id=fm.slumber.sleep.meditation.stories
"Aura: Meditation & Sleep, CBT","4.6
star","Aura Health - Mindfulness, Sleep, Meditations",https://play.google.com/store/apps/details?id=com.aurahealth
Loóna: Bedtime relax & Sleep,"4.4
star",Loona Inc,https://play.google.com/store/apps/details?id=co.loona
Depression Test,"3.4
star",Byron System Developer,https://play.google.com/store/apps/details?id=com.byronsd.teste_depressao
Balance: Meditation & Sleep,"4.7
star",Elevate  Labs,https://play.google.com/store/apps/details?id=com.elevatelabs.geonosis
Meditopia: Sleep & Meditation,"4.5
star",Meditopia,https://play.google.com/store/apps/details?id=app.meditasyon
Relax & Sleep Well Hypnosis,"4.8
star",Glenn Harrold Hypnosis and Meditation Apps,https://play.google.com/store/apps/details?id=com.imobilize.relaxsleepwell
Sleep Sounds - relaxing sounds,"4.9
star",Craftsman Spirit,https://play.google.com/store/apps/details?id=relax.sleep.relaxation.sleepingsounds
Depression Test,"4.4
star",Wind Method SRL,https://play.google.com/store/apps/details?id=test_pentru_depresie.ro
Medito: Meditation & Sleep,"4.9
star","Medito for Mindfulness, Meditation and Sleep",https://play.google.com/store/apps/details?id=meditofoundation.medito
Loop Habit Tracker,"4.7
star",Álinson S Xavier,https://play.google.com/store/apps/details?id=org.isoron.uhabits
CBT Guide to Depression & Test,"4.4
star",Excel At Life,https://play.google.com/store/apps/details?id=com.excelatlife.depression
Pocket Kado: Sleep & Relax Pet,"3.6
star",ReveryLab,https://play.google.com/store/apps/details?id=com.reverylab.pocketkado.prod
MDLIVE: Talk to a Doctor 24/7,"4.6
star",MDLIVE Inc,https://play.google.com/store/apps/details?id=com.mdlive.mobile
CBT Thought Diary: Depression,"4.2
star",Hlist studio,https://play.google.com/store/apps/details?id=st.hromlist.feelinggood
hypnu™: Sleep & Relax Hypnosis,"4.1
star",Morpheus Hypnosis Ltd.,https://play.google.com/store/apps/details?id=com.koala.hypnostories
Depression Cognitive Research,,CogniFit Inc,https://play.google.com/store/apps/details?id=com.cognifit.android.depression
Sleep Sounds: White Noise,"4.7
star",Beforest Apps,https://play.google.com/store/apps/details?id=com.tarahonich.relaxsleepsounds
Simple Habit: Meditation,"4.6
star","Ingenio, LLC",https://play.google.com/store/apps/details?id=com.simplehabit.simplehabitapp
"Serene: Get Calm, Sleep Better","4.3
star",Jetkite,https://play.google.com/store/apps/details?id=com.jetkite.serenemusic
Dare: Anxiety & Panic Attacks,"4.7
star",BMD Publishing,https://play.google.com/store/apps/details?id=ie.armour.dare2
Sleep Pilot - Sleep Tracker,"4.1
star","Sleep Pilot Technology Co., Ltd.",https://play.google.com/store/apps/details?id=com.dream.sleep
"Zen: Relax, Meditate & Sleep","4.2
star",Zen by Next,https://play.google.com/store/apps/details?id=br.com.movenext.zen
Sleep Jar - Sounds and Stories,"4.6
star",Sleep Jar,https://play.google.com/store/apps/details?id=com.sleepjar.android
Pura Mente: Sleep & Meditation,"4.8
star",Pura Mente App,https://play.google.com/store/apps/details?id=app.puramente.app
Voice: Mental Health Guide,"4.7
star",Goodvyzn,https://play.google.com/store/apps/details?id=app.voicestories.android
Zalza: Deep & fast sleep music,,사운드플랫폼,https://play.google.com/store/apps/details?id=kr.co.soundplatform.sleep
I Can't Wake Up! Alarm Clock,"4.1
star",Kog Creations,https://play.google.com/store/apps/details?id=com.kog.alarmclock
Sleep Aid Fan - White Noise,"4.6
star",App Magna,https://play.google.com/store/apps/details?id=com.appmagna.sleepaidfan
Rise Alarm - play to wake up,,BALITSKY,https://play.google.com/store/apps/details?id=rise.balitsky
LifeAfter,"3.5
star",NetEase Games,https://play.google.com/store/apps/details?id=com.netease.mrzhna
Club Vegas Casino Slots Games,"4.8
star",Bagelcode: Social Casino & Slot Machine Games,https://play.google.com/store/apps/details?id=com.bagelcode.slots1
Eyecon Caller ID & Spam Block,"4.5
star",Eyecon Phone Dialer & Contacts,https://play.google.com/store/apps/details?id=com.eyecon.global
Sleep Calculator,"4.1
star",DealWatch24 LLC,https://play.google.com/store/apps/details?id=com.dealwatch24.sleepcalculator
Free Fire MAX,"4.4
star",Garena International I,https://play.google.com/store/apps/details?id=com.dts.freefiremax
Alarm Clock for Heavy Sleepers,"4.4
star",Smart Alarm Clock Team,https://play.google.com/store/apps/details?id=com.amdroidalarmclock.amdroid
ReelShort - Stream Drama & TV,"4.6
star",NewLeaf Publishing,https://play.google.com/store/apps/details?id=com.newleaf.app.android.victor
AFK Arena,"4.5
star",LilithGames,https://play.google.com/store/apps/details?id=com.lilithgame.hgame.gp
Shadow Fight 4: Arena,"4.7
star",NEKKI,https://play.google.com/store/apps/details?id=com.nekki.shadowfightarena
Avrora Sleep Sounds & Stories,"3.8
star",SLOLIFE,https://play.google.com/store/apps/details?id=com.appsci.sleep
Upstox- Stocks & Demat Account,"4.6
star",Upstox - Stock Market Trading & Demat Account App,https://play.google.com/store/apps/details?id=in.upstox.app
Westland Survival: Cowboy Game,"4.3
star",Helio Games,https://play.google.com/store/apps/details?id=com.heliogames.westland
Crossword Puzzle Explorer,"4.8
star",PlaySimple Games,https://play.google.com/store/apps/details?id=in.daily_puzzle.crossword
Fitbit,"4.1
star",Google LLC,https://play.google.com/store/apps/details?id=com.fitbit.FitbitMobile
Text Free: Calling & Texting,"4.4
star","Pinger, Inc",https://play.google.com/store/apps/details?id=com.pinger.textfree.call
Pocket Tales: Survival Game,"4.8
star",Azur Interactive Games Limited,https://play.google.com/store/apps/details?id=pocket.tales
Adventure Bay - Farm Games,"4.5
star",GAMEGOS,https://play.google.com/store/apps/details?id=com.gamegos.adventure.bay.paradise.farm
Sleep Sounds - Relax and Sleep,"4.0
star",AllThatMsg,https://play.google.com/store/apps/details?id=go.bed.sleepsound
KarmaCall: Turn Spam Into Cash,"3.9
star","RoboCash, Inc",https://play.google.com/store/apps/details?id=com.fyncom.robocash
Boom! Billionaire: Get Rich,"4.1
star",Dreamsim,https://play.google.com/store/apps/details?id=world.dreamsim.boombillionaire
"SHAREit: Transfer, Share Files","4.3
star",Smart Media4U Technology Pte.Ltd.,https://play.google.com/store/apps/details?id=com.lenovo.anyshare.gps
Divine Realm,"4.5
star",Taku App,https://play.google.com/store/apps/details?id=com.taku.divinerealm
Bruno – My Talking Slime Pet,"4.6
star",Dramaton,https://play.google.com/store/apps/details?id=com.dramaton.slimepet
Sleep Well Hypnosis Downloads,,Uncommon Knowledge,https://play.google.com/store/apps/details?id=com.uncommonknowledge.SleepWell
How We Feel,"4.7
star","The How We Feel Project, Inc.",https://play.google.com/store/apps/details?id=org.howwefeel.moodmeter
Stabilization camera,"3.1
star",Newave Apps,https://play.google.com/store/apps/details?id=video.stabilization.camera.stabilize.video.stable.video.camera.stabilizer
Shaky Video Stabilizer,"3.9
star",KallosSoft,https://play.google.com/store/apps/details?id=kallossoft.videostabilizer
Video Stabilizer: Smooth Video,"4.2
star",Incredy,https://play.google.com/store/apps/details?id=stable.video.stabilization.stablizer.video
Site Stabilization Calculator,,TYJA Enterprises Corporation,https://play.google.com/store/apps/details?id=com.cultivatestudios.rocksolid
Stabilize Video: Stable Video,"4.3
star
$2.99",TAPUNIVERSE,https://play.google.com/store/apps/details?id=com.tapuniverse.videostabilizer
Smooth Shaky Video: Stabilizer,,GD Techlab,https://play.google.com/store/apps/details?id=videostabilizer.shakyvideo.stablevdo
Stabilize Shaky Video -Deshake,"1.5
star",Baj,https://play.google.com/store/apps/details?id=shaky.video.stabilizer.deshake
Moodlight - Daily Mood Tracker,"4.1
star",Monkey Taps LLC,https://play.google.com/store/apps/details?id=app.monkeytaps.moodlight
Remove shakiness from video,"2.7
star",VD Prime,https://play.google.com/store/apps/details?id=com.vdprime.videostabilizer
Shaky Video Stabilizer,,Hexel LLC,https://play.google.com/store/apps/details?id=app.hexel.VideoStabilizer
Tracket Motion,,Tracket,https://play.google.com/store/apps/details?id=com.tracket.app
Move Mood,"3.4
star",stem4,https://play.google.com/store/apps/details?id=uk.org.stem4.movemood
Shmoody: Improve Your Mood,"4.8
star",Moodworks Inc,https://play.google.com/store/apps/details?id=com.yc14ec100daa.www
Gimbal Stabilizer Guide,,Laith zayid for apps,https://play.google.com/store/apps/details?id=com.laithsamar.gimbalstabilizerguide
Better Mood: Relax & Sleep,,American Heart Center,https://play.google.com/store/apps/details?id=com.bettermood.ach
Gimbal Pro2,"2.7
star",jxrobot,https://play.google.com/store/apps/details?id=com.jxrobot.android.smoothcam
Mood Controller 2.0,"2.0
star",Mood Media,https://play.google.com/store/apps/details?id=com.moodmedia.mmconnectorapp
Smart Stabilizer,"3.3
star",FeiyuTech,https://play.google.com/store/apps/details?id=com.feiyutech.smartstabilizer
Moodee: To-dos for your mood,"4.7
star",블루시그넘(BlueSignum Corp.),https://play.google.com/store/apps/details?id=com.bluesignum.little_lighthouse
Mood Log,,SeedsJP,https://play.google.com/store/apps/details?id=com.naoyaono.mood_tracker
Mood - Your Wellness Coach,,Martin Berbesson,https://play.google.com/store/apps/details?id=com.martinberbesson.moodapp
Hallow: Prayer & Meditation,"4.7
star","Hallow, Inc.",https://play.google.com/store/apps/details?id=app.hallow.android
DeepRest: Sleep Tracker,"4.3
star",Appsky Hong Kong Limited,https://play.google.com/store/apps/details?id=com.appsky.slumbercycle.sleeptracker
Sleep Sounds - Relax Music,"4.8
star",Leap Fitness Group,https://play.google.com/store/apps/details?id=sleepsounds.relaxandsleep.whitenoise
BetterHelp - Therapy,"4.6
star",BetterHelp - Therapy Made Easy,https://play.google.com/store/apps/details?id=com.betterhelp
Youper: AI Therapy,"3.9
star","Youper, Inc",https://play.google.com/store/apps/details?id=br.com.youper
Fastnap Sleep App,,Dormir Bien Private  Limited,https://play.google.com/store/apps/details?id=com.dormirbien
Blackstone Sleep Health,"2.5
star",Blackstone Medical Services LLC,https://play.google.com/store/apps/details?id=com.blackstonemedicalservices
Teladoc Health,"4.4
star","Teladoc, Inc.",https://play.google.com/store/apps/details?id=com.teladoc.members
stoic journal & mental health,"4.3
star",Stoic app inc.,https://play.google.com/store/apps/details?id=com.stoicroutine.stoic
Mirror: Mental Health Journal,"4.7
star",Mindful Digital Therapeutics,https://play.google.com/store/apps/details?id=org.mindfultherapeutics.mirror
Tracker Detect (Anti-Stalking),"4.3
star
$19.99",Tag Tracker LLC,https://play.google.com/store/apps/details?id=com.dylan.airtag.detector.pro
Psychological Assessment Test,"4.1
star",DevSect,https://play.google.com/store/apps/details?id=com.testgames.psyhologytests
Reflection: AI Journal Prompts,"4.5
star",Reflection.app,https://play.google.com/store/apps/details?id=app.reflection.reflection
Bemis Living,,Bemis Manufacturing Company,https://play.google.com/store/apps/details?id=com.bemisliving
Fun Habit - Habit Tracker,"4.6
star",Diary App & Habit Tracker,https://play.google.com/store/apps/details?id=com.habits.todolist.plan.wish
"Daybook - Diary, Journal, Note","4.6
star",Daybook Labs Inc,https://play.google.com/store/apps/details?id=com.bigheadtechies.diary
Spreaker Podcasts,"4.2
star","Spreaker, Inc",https://play.google.com/store/apps/details?id=com.spreaker.android
CBT-i Coach,"4.5
star",US Department of Veterans Affairs (VA),https://play.google.com/store/apps/details?id=gov.va.mobilehealth.ncptsd.cbti
Moodpress - Mood Diary Tracker,"4.7
star",Mood Tracker App,https://play.google.com/store/apps/details?id=com.selfcare.diary.mood.tracker.moodpress
"DayDew - Daily Journal, Diary","3.6
star",Crimson Labs,https://play.google.com/store/apps/details?id=com.crimson.daydew
"Diarium: Journal, Diary","4.8
star",Timo Partl,https://play.google.com/store/apps/details?id=partl.Diarium
Stellar Sleep - Insomnia CBT,"4.2
star",Stellar Sleep,https://play.google.com/store/apps/details?id=one.slumber.client
Your Diary: Mood Daily Journal,"4.7
star",Diary App & Habit Tracker,https://play.google.com/store/apps/details?id=com.lp.diary.time.lock
Rosebud: AI Journal & Diary,"4.8
star","Just Imagine, Inc.",https://play.google.com/store/apps/details?id=co.justimagine.rosebud
Emotions Diary and Mindfulness,"4.6
star",Lev Dev Yan,https://play.google.com/store/apps/details?id=ru.harlion.psy
No Insomnia: CBT & Sleep Coach,"3.4
star",Readcore Lab,https://play.google.com/store/apps/details?id=com.noinsomnialab
Blood Pressure Diary by MedM,"4.3
star",MedM Inc,https://play.google.com/store/apps/details?id=com.medm.medmbp.diary
Purple Diary Journal with Lock,"4.5
star",Color Hub‎,https://play.google.com/store/apps/details?id=orange.id.orangediary
"Blissful Journal, Mood Tracker","4.3
star",Tip Tap Apps,https://play.google.com/store/apps/details?id=app.blissful.mood.tracker.journal.selfcare
RR Eating Disorder Management,"4.8
star",Recovery Record,https://play.google.com/store/apps/details?id=com.recoveryrecord
Pomellow - ED recovery friend,"4.1
star",Team Pomellow,https://play.google.com/store/apps/details?id=com.company.poong
Brighter Bite - Eating Disorde,"4.7
star",Brighter Bite LLC,https://play.google.com/store/apps/details?id=com.brighterbite.brighterbite
Sleep School: Insomnia Help,"4.4
star",Sleep School,https://play.google.com/store/apps/details?id=org.thesleepschool.rnsleepschool
Calm Sleep Sounds & Tracker,"4.2
star","Alora: Calm Sleep Sounds, Meditation & Relaxation",https://play.google.com/store/apps/details?id=calm.sleep.headspace.relaxingsounds
Recovered: ED Recovery,,RCVRD Inc.,https://play.google.com/store/apps/details?id=com.app.recovered
SMART Recovery,"4.5
star",SMART Recovery USA,https://play.google.com/store/apps/details?id=org.smartrecovery.mobile
Sleep Well Hypnosis & Insomnia,"4.4
star",Surf City Apps,https://play.google.com/store/apps/details?id=com.surfcityapps.sleepwell
R.care - Binge Eating Recovery,,R.care,https://play.google.com/store/apps/details?id=com.vinchaud.rc
Mindshift Recovery,,Mindshift Recovery,https://play.google.com/store/apps/details?id=org.mindshiftrecovery.app
Data & Photo Recovery,"3.7
star",Mobispeedy,https://play.google.com/store/apps/details?id=com.mobispeedy.recovery
Smart Sleep Coach by Pampers™,"4.4
star",Charlie Banana (USA) LLC,https://play.google.com/store/apps/details?id=com.pg.smartsleepcoach
Loosid: Sober Recovery Network,"4.6
star",Loosid App LLC,https://play.google.com/store/apps/details?id=com.loosidapp
