cluster	n_apps	cumulative_count	silhouette_score	app_names	top_terms	top_features	top_indications	top_demographics
cluster_13	13	398	0.11395973418540056	Integrate BPD, Impulse DBT, DBT for Life, Borderline Personality Test, BPD Insight and Awareness App, Skills System, DBT Central, Borderline Personality Tracker, DBT Travel Guide, Skills – Games to cope with st, Jones Mindful Living DBT, DBT Coach : Guided Therapy, Dbt911	{'dbt': np.float64(0.3693220572162376), 'bpd': np.float64(0.24953792111013184), 'skills': np.float64(0.24560410794714446), 'borderline': np.float64(0.15355694780217297), 'personality': np.float64(0.12163559478812049), 'disorder': np.float64(0.09648487386316351), 'general': np.float64(0.06317004910620892), 'therapy': np.float64(0.057827021038235366), 'content': np.float64(0.04430708734405638), 'crisis': np.float64(0.044164278215860525)}	{'Talk Therapy / Coaching - AI/Digital': 2, 'Educational Content': 7, 'Other': 9, 'Assessment': 3, 'Talk Therapy / Coaching - Clinician': 4, 'Mood Tracking': 1, 'Games': 1}	{'Borderline Personality Disorder': 6, 'General': 6, 'Anxiety': 1, 'Depression & Mood Disorders': 1, 'Bipolar Disorder': 2, 'PTSD': 2, 'Eating Disorders': 1, 'Substance Use': 1, 'Trauma / PTSD': 1}	{'General': 13}
cluster_45	15	413	0.11234937866118154	Mindshift Recovery, Connections: Recovery Support, Birth Recovery Center, NewForm: Recovery & Wellbeing, OpenRecovery: Addiction Help, Sober Peer, Confidant Health, Rehabit: brain recovery habits, Addiction Recovery Devotionals, BounceBack: Injury Recovery, SMART Recovery, Exodus Recovery, Recovery Path - Addiction Help, Injury Recovery Tracker, Affect: Addiction Recovery	{'recovery': np.float64(0.5114771827617619), 'addiction': np.float64(0.1126703249425019), 'substance': np.float64(0.07716696569708004), 'support': np.float64(0.07312861860287184), 'peer': np.float64(0.06412306281966745), 'sober': np.float64(0.059552765297233974), 'treatment': np.float64(0.0582199703593139), 'step': np.float64(0.05670513109046562), 'anonymous': np.float64(0.05260984733353704), 'use': np.float64(0.052208241250365925)}	{'Talk Therapy / Coaching - AI/Digital': 3, 'Educational Content': 7, 'Talk Therapy / Coaching - Peer': 4, 'Other': 9, 'Talk Therapy / Coaching - Clinician': 4, 'Assessment': 2, 'Journaling': 1, 'Affirmations/Inspiration': 1}	{'Substance Use': 11, 'General': 10}	{'General': 13, 'Pregnant Women / Mothers': 1, 'Couples': 1, 'Seniors': 1, 'Veterans': 1}
cluster_7	24	437	0.10180592248943811	Sana AI: Online Therapist, Online Therapy AI Psychologist, Tell AI : AI Therapist, AI Therapist & Therapy: Alya, Rosebud: AI Journal & Diary, Athena AI Life AdvisorGPT, Youper: AI Therapy, Ash - AI Therapy, Therapist AI, AI Psychotherapy, Ai Therapist, AI Therapist - Voice Chat, Personality Test: Toxic Report, OhSofia: AI Therapy Chat, Super Planner: ADHD Routine AI, MOOD.ai, Mentat Ai - Your Mental Health, Replika: My AI Friend, Sintelly: CBT Therapy Chatbot, Soula: Female Well-being, Onsen – AI for Mental Health, AI Anxiety Virtual Pet BFF Emy, Althena (AI Therapist), Noah: Your AI Therapist	{'ai': np.float64(0.4263725620625719), 'therapist': np.float64(0.15932550333578374), 'mental': np.float64(0.11912309283414134), 'therapy': np.float64(0.11550941234496477), 'emotional': np.float64(0.1023507220591475), 'support': np.float64(0.10198236698375042), 'health': np.float64(0.08855728490145948), 'anxiety': np.float64(0.07973167448918876), 'mood': np.float64(0.0777542797991152), 'chat': np.float64(0.0772206186568402)}	{'Talk Therapy / Coaching - AI/Digital': 22, 'Assessment': 9, 'Mood Tracking': 6, 'Educational Content': 4, 'Meditation': 3, 'Other': 13, 'Journaling': 2, 'Soothing Audio': 1, 'Games': 1}	{'Anxiety': 17, 'Depression & Mood Disorders': 10, 'General': 15, 'ADHD / ADD': 2, 'Trauma / PTSD': 1}	{'General': 23, 'Neurodivergent': 1, 'Women': 1}
cluster_2	7	444	0.0857194951248738	charisme: Social Anxiety Coach, Anxiety Test, FearTools - Anxiety Aid, FACING IT: Social Anxiety, Social Anxiety Test, Hatchr: Social Anxiety Coach, SocialEase - Social Anxiety	{'social': np.float64(0.38992787376027466), 'anxiety': np.float64(0.30748868762337206), 'test': np.float64(0.13226275138857144), 'exposure': np.float64(0.10847468130322094), 'confidence': np.float64(0.08527562807177154), 'disorder': np.float64(0.0849115749389889), 'therapy': np.float64(0.08395856303320567), 'treatment': np.float64(0.07719808545795238), 'application': np.float64(0.06870511902645085), 'overcome': np.float64(0.06528251865004292)}	{'Talk Therapy / Coaching - AI/Digital': 4, 'Educational Content': 3, 'Assessment': 3, 'Mood Tracking': 1, 'Journaling': 1, 'Soothing Audio': 1, 'Other': 2}	{'Anxiety': 7, 'General': 3, 'Phobias': 1}	{'General': 6, 'Youth': 2}
cluster_37	17	461	0.0838029981774113	Hiwell Therapy & Mental Health, Teen Counseling, Psy interactive (therapist), Psicólogos en línea - Terapify, Therapist by Terappin, Telehealth by SimplePractice, CareMe Health - Mental Health, 7 Cups: Online Therapy & Chat, Talkspace Therapy & Counseling, ReGain - Couples Therapy, Client Video - Online Therapy, therapini - affordable therapy, BetterHelp - Therapy, Cerebral - Mental Health, Online therapy, emotional help, Therapyside - Online therapy, MindPeers: Online Therapy	{'therapy': np.float64(0.26131501926929973), 'therapist': np.float64(0.24893149023600558), 'online': np.float64(0.15940906959511372), 'licensed': np.float64(0.14436486080238814), 'therapists': np.float64(0.12508616078290727), 'video': np.float64(0.11204451963518601), 'health': np.float64(0.08962338115050833), 'mental': np.float64(0.07868185749906974), 'counseling': np.float64(0.0763693866077351), 'secure': np.float64(0.0755233480966953)}	{'Talk Therapy / Coaching - Clinician': 16, 'Other': 10, 'Assessment': 7, 'Educational Content': 1, 'Mood Tracking': 1, 'Talk Therapy / Coaching - Peer': 1, 'Talk Therapy / Coaching - AI/Digital': 1}	{'Anxiety': 9, 'Depression & Mood Disorders': 9, 'General': 9, 'Relationship Difficulties': 6, 'Sleep': 1}	{'General': 15, 'Youth': 2, 'Couples': 1}
cluster_10	26	487	0.08167055951619054	I am - Daily affirmations, ReliefMix Affirmations & Sound, Self Improvement: Wellbeing, Motivation - Daily quotes, Zori Affirmations & Self Love, Gratitude: Self-Care Journal, Breathe to Relax: Affirmations, Self-Esteem and Confidence, Goddess: Self Care, Wellbeing, ADHD Daily Affirmations App, Daily affirmations mirror, Emotions Diary and Mindfulness, MySoul Motivation Daily Quotes, self esteem - self confidence, My Sleep Affirmations, How to Build Self Esteem, Power Boost Mindset & Mood, Daily Gratitude Journal: Spark, Daily Affirmations・Positive Me, Daily Affirmations: Motivation, Success Mindset - Motivation, I am: Positive Affirmations, SELF: Self-Care and Self-Love, Motivational Quotes - Daily, Positive Affirmations - Uplift, ThinkUp - Daily Affirmations	{'affirmations': np.float64(0.39237958940414525), 'self': np.float64(0.21682165892479355), 'positive': np.float64(0.14839319666216788), 'daily': np.float64(0.1309502927217926), 'quotes': np.float64(0.10715312926186395), 'motivation': np.float64(0.10607929865044945), 'love': np.float64(0.09266949233396259), 'esteem': np.float64(0.08292182807154781), 'mindset': np.float64(0.08121776961002286), 'inspiration': np.float64(0.06713841349581115)}	{'Affirmations/Inspiration': 23, 'Soothing Audio': 3, 'Educational Content': 8, 'Other': 11, 'Journaling': 3, 'Vocalization/Breathwork': 1, 'Meditation': 1, 'Assessment': 1}	{'General': 25, 'ADHD / ADD': 1, 'Sleep': 1}	{'General': 25, 'Women': 2, 'Youth': 1}
cluster_43	20	507	0.07566651911095143	CBT Tools for Healthy Living, Cognitive Behavioral Therapy, MindShift CBT - Anxiety Relief, What's Up? - Mental Health App, Cognitive Behavioral Therapy -, WorryTree: Anxiety CBT Therapy, CBT Thought Diary: Depression, Jealousy CBT Tools Self-Help, CBT-i Coach, CBT Anxiety & Wellness Journal, CopingCard CBT Mental Health, Thrive: saúde mental digital, FreeCBT, MindHealth: CBT Mental Health, TELUS Health CBT, Анти-депрессия: психолог, CBT Diary App, Marbles CBT, Quieting Anxiety: CBT Tools, CBT Guide to Depression & Test	{'cbt': np.float64(0.3152245522336634), 'cognitive': np.float64(0.18431032282491522), 'therapy': np.float64(0.14847940252139882), 'behavioral': np.float64(0.13116733956058982), 'depression': np.float64(0.12235227667572054), 'thoughts': np.float64(0.10663872774174317), 'anxiety': np.float64(0.10626644367746661), 'diary': np.float64(0.08691944887610277), 'mood': np.float64(0.08655313885411085), 'disorders': np.float64(0.0685047915490369)}	{'Educational Content': 13, 'Assessment': 14, 'Other': 9, 'Talk Therapy / Coaching - AI/Digital': 8, 'Mood Tracking': 4, 'Journaling': 4, 'Talk Therapy / Coaching - Clinician': 3}	{'Anxiety': 14, 'Depression & Mood Disorders': 13, 'General': 5, 'Relationship Difficulties': 1, 'Sleep': 1, 'ADHD / ADD': 1, 'Eating Disorders': 1, 'Substance Use': 1, 'Personality Disorders': 1}	{'General': 19}
cluster_16	13	520	0.06967373729030062	Mind is Medicine: Self Healing, The Healing Mind, Reiki Chakra Healing, 7 Chakras Balancing / Activate, Whole Life Freedom, Chakra Healing - Tibetan Bowls, Chakra Healing: Balance Energy, Healing Frequencies & Sounds, Star Magic Healing, The Chakras and Mantras, Chakra Healing & Meditation, Mantra: Chakra Healing Sounds, Transcender - Heal yourself	{'healing': np.float64(0.33545371607897095), 'chakra': np.float64(0.27871000549613795), 'chakras': np.float64(0.16426550612474544), 'meditation': np.float64(0.14402216901826384), 'energy': np.float64(0.11765466178986025), 'spiritual': np.float64(0.11246384416294197), 'music': np.float64(0.09698432521206106), 'yoga': np.float64(0.08249938458758936), 'frequencies': np.float64(0.08203039287013893), 'body': np.float64(0.07697904595481343)}	{'Educational Content': 4, 'Meditation': 10, 'Soothing Audio': 7, 'Other': 8, 'Games': 1, 'Vocalization/Breathwork': 1}	{'General': 10, 'Anxiety': 5, 'Stress': 1, 'Sleep': 1, 'Depression & Mood Disorders': 1}	{'General': 13, 'Religious': 1}
cluster_39	10	530	0.06753317090050373	Trident Mindset, Mindset: Daily Motivation App, PepTalk: Daily Motivation App, MINDMOD: Hypnosis & Meditation, Mindvalley: Self Improvement, MINDTRX: Self Help & Mindset, MINDSET by DIVE Studios, Primed Mind: Mindset Coaching, Activations: Daily Motivation, GrowthDay: Motivation Mindset	{'mindset': np.float64(0.35481090038250307), 'self': np.float64(0.17102681718102591), 'motivation': np.float64(0.1253497450734815), 'audios': np.float64(0.10469897600308013), 'daily': np.float64(0.0976788457782384), 'growth': np.float64(0.0827417799177512), 'mind': np.float64(0.08093552886928315), 'personal': np.float64(0.07888030684705842), 'subscription': np.float64(0.07723014894460749), 'transformation': np.float64(0.07683678860030495)}	{'Educational Content': 7, 'Other': 7, 'Affirmations/Inspiration': 1, 'Talk Therapy / Coaching - AI/Digital': 1, 'Meditation': 4, 'Journaling': 2}	{'General': 10, 'Anxiety': 1}	{'General': 10}
cluster_49	17	547	0.06095222724947053	Mental disorders, Dictionary of Emotions, Mytherapist.ng Easy Therapy, الأمراض النفسية والعقلية, WHO Mental Health At Work, Dr.Listen: Mental health Tests, Mental disorders & Treatments, Psychiatry, Calm Health, Mental Health Check Up, WhiteFlag: Mental Health Help, Psyche: Mental Health, Circle Medical - See a Doctor, Self Therapy: Mental Tests, MindDoc: Mental Health Support, PsyQuilibre, The Safe Place	{'mental': np.float64(0.36486633842481403), 'health': np.float64(0.26919383712162426), 'disorders': np.float64(0.08315384198542998), 'treatment': np.float64(0.08303057559657888), 'tests': np.float64(0.07435127628245211), 'assessment': np.float64(0.060821970209715304), 'general': np.float64(0.06044097375640319), 'app': np.float64(0.058328220146016775), 'depression': np.float64(0.05599123213587819), 'self': np.float64(0.05471305518233262)}	{'Educational Content': 11, 'Talk Therapy / Coaching - Clinician': 4, 'Journaling': 3, 'Assessment': 8, 'Other': 10, 'Talk Therapy / Coaching - Peer': 1}	{'General': 15, 'Anxiety': 3, 'Depression & Mood Disorders': 4, 'Substance Use': 1, 'Grief': 1, 'Eating Disorders': 1}	{'General': 16, 'Ethnic Minority': 1}
cluster_5	22	569	0.05922142011335813	Three Good Things - Gratitude, Gratitude Garden: Journal, 365 Gratitude Journal, 5 Minute Journal・Self-care, Mirror: Mental Health Journal, Prompted Journal - Shadow Work, Christian Journal -Bible& More, Delightful: Gratitude Journal, Day One Journal: Private Diary, Journey: Diary, Journal, PsychonautWiki Journal, Custom Bullet Journal, Prompts, Bullet - Journal, Planner, Voidpet Garden: Mental Health, Reflectly: Mood Tracker Diary, Journal & Therapist Reflectary, stoic journal & mental health, Jot Journal, Unstuck: CBT Therapy Journal, Reflection: AI Journal Prompts, Gratitude & Self-Care Journal, Life Organizer - Journal it!	{'journal': np.float64(0.3909143623203518), 'journaling': np.float64(0.17697247972297186), 'gratitude': np.float64(0.17445611633671818), 'entries': np.float64(0.12274359244675602), 'prompts': np.float64(0.09572393446385274), 'self': np.float64(0.08436032212684928), 'daily': np.float64(0.08415919561434577), 'diary': np.float64(0.066117292774012), 'bullet': np.float64(0.06595727967695246), 'mood': np.float64(0.0641744176440145)}	{'Journaling': 21, 'Educational Content': 8, 'Other': 10, 'Affirmations/Inspiration': 5, 'Mood Tracking': 4, 'Soothing Audio': 1, 'Talk Therapy / Coaching - AI/Digital': 3, 'Meditation': 1}	{'General': 19, 'Anxiety': 4, 'Depression & Mood Disorders': 3, 'Trauma / PTSD': 1, 'OCD': 1, 'ADHD / ADD': 1, 'Borderline Personality Disorder': 1}	{'General': 21, 'Religious': 1}
cluster_18	29	598	0.057625663162774836	Hypnosis Downloads, HypnoCloud: Hypnosis, Hypnosia - Auto-Hypnose, Healing – Self Love Hypnosis, Relax & Sleep Well Hypnosis, HypnoBox: Self Hypnosis, Sleep, Meditate & Sleep Hypnosis: MT, OpenSynaps AI: Hypnosis & psy, Clear Minds: Meditation, Relax, hypnu™: Sleep & Relax Hypnosis, Total Confidence & Self Esteem, Miracle Hypnosis Online, Enchant: Powerful Affirmations, Self Hypnosis, Oneleaf Hypnosis, Affirmations, Hypnosis guide, Anxiety Relief Hypnotherapy, Hypnosis for Weight Loss, Harmony - Self Hypnosis, Hypnose — Détente, Kure: Healing Hypnosis, Hypnosis With Joseph Clough, Grace: Hypnosis & Meditation, Hypnosis Guide to Hypnotize, Ultimate Hypnosis, Meditation, Her Hypnosis: Menopause Relief, Doddle Hypnosis & Meditation, Social Anxiety Hypnotherapy, Subconsciously: Daily Hypnosis	{'hypnosis': np.float64(0.48964760019565506), 'sessions': np.float64(0.11858083702795269), 'self': np.float64(0.09913940479302023), 'hypnotherapy': np.float64(0.08919129042641077), 'sleep': np.float64(0.0865106283257735), 'meditation': np.float64(0.07380680132523443), 'anxiety': np.float64(0.0714964658896768), 'confidence': np.float64(0.06789350898896304), 'weight': np.float64(0.0649341840581288), 'mind': np.float64(0.055221693118624286)}	{'Other': 19, 'Meditation': 13, 'Soothing Audio': 6, 'Talk Therapy / Coaching - AI/Digital': 8, 'Journaling': 1, 'Educational Content': 5, 'Affirmations/Inspiration': 2}	{'General': 18, 'Anxiety': 12, 'Sleep': 5, 'Depression & Mood Disorders': 2, 'Self-Harm': 1, 'Eating Disorders': 2}	{'General': 28, 'Women': 1, 'Pregnant Women / Mothers': 1}
cluster_8	47	645	0.0536288182534514	Mind Tracker, Mood - Your Wellness Coach, Bipolarité France Mood Tracker, MoodJourney: Emotions Tracker, Bipolar UK Mood Tracker, FABU Self Care Emotion Tracker, Thera: Diary and mood tracker, Daylio Journal - Mood Tracker, Daily Journal Mood Tracker, Moodi: emotions & mood tracker, Mood & Habit Tracker Journal, Mood Diary and Stress Journal, Mood Meter: Mood Log & Journal, Mood Tracker by Pixels, Moodpress - Mood Diary Tracker, Mood Tracker: Self-Care Habits, MindDiary: Mood Tracker, DailyBean: Simplest Journal, Move Mood, Blissful Journal, Mood Tracker, Bipolar Balance, Finch: Self-Care Pet, Mood Bloom™ - Therapeutic Game, MoodMe: Relationship Mood App, Daywell - Self Care Routine, eMoods Bipolar Mood Tracker, Emolog - Diary & Mood Tracker, Mood Enhancer, Haema Diary: My memory storage, Moodlight - Daily Mood Tracker, Soulsync - Mood Tracker, Mood Log, Mood Chonk: Self-Care Journal, Mood Patterns, Habit Tracker - HabitGenius, Moodee: To-dos for your mood, Pixy Mood Tracker, MOODA, MoodWise - Simple Mood Tracker, Mood Tracker - Diary, Journal, Moodistory - Mood Tracker, Bipolar Mood Tracker, Moodflow: Mood Tracker, JOURNAL, Personal Diary, Mood Trend ~bipolar disorder~, Mood Tracker Daily Journal CBT, Emotionary: Your emotion guide	{'mood': np.float64(0.39402963714452405), 'tracker': np.float64(0.1226769618455283), 'tracking': np.float64(0.09537279967116749), 'journal': np.float64(0.08637880490152876), 'diary': np.float64(0.08607157149911333), 'emotional': np.float64(0.08100842166921465), 'bipolar': np.float64(0.0737881516005128), 'emotions': np.float64(0.07248821321723742), 'mental': np.float64(0.06280104631838189), 'moods': np.float64(0.06246500437989224)}	{'Mood Tracking': 40, 'Journaling': 29, 'Assessment': 5, 'Talk Therapy / Coaching - AI/Digital': 1, 'Other': 22, 'Affirmations/Inspiration': 2, 'Educational Content': 2, 'Games': 3, 'Talk Therapy / Coaching - Peer': 1, 'Meditation': 1}	{'General': 32, 'Bipolar Disorder': 6, 'Anxiety': 10, 'Depression & Mood Disorders': 11, 'Relationship Difficulties': 1}	{'General': 45, 'Couples': 1}
cluster_24	10	655	0.049918275007336047	iChill, Mind Reset - Just 2 min a day!, STAIR Coach, Trauma Center Community, Self Help for Trauma, Trauma Healing Academy, TraumaMAMAs, Trauma Brace, TIPS Trauma-Informed Practice, SomaShare - Deep Healing	{'trauma': np.float64(0.46459213427457985), 'ptsd': np.float64(0.12526234657050633), 'reset': np.float64(0.06904979040843258), 'community': np.float64(0.06328498457520139), 'informed': np.float64(0.06327911605303328), 'healing': np.float64(0.06237510673312435), 'practices': np.float64(0.06109087214666267), 'help': np.float64(0.06052408439104645), 'symptoms': np.float64(0.060088667065140364), 'nervous': np.float64(0.05968853542214338)}	{'Educational Content': 8, 'Other': 4, 'Meditation': 2, 'Soothing Audio': 1, 'Talk Therapy / Coaching - AI/Digital': 2, 'Assessment': 2, 'Talk Therapy / Coaching - Peer': 2}	{'Anxiety': 3, 'General': 3, 'Depression & Mood Disorders': 1, 'Trauma / PTSD': 9}	{'General': 10, 'Youth': 1, 'LGBTQ+': 1, 'Ethnic Minority': 1, 'Women': 1}
cluster_36	15	670	0.04978553644333607	Depression Test, MoodTools - Depression Aid, Depression Test, Stop Anxiety, Cingulo: Healing and Growth, Room of Depression, Flow - Depression treatment, Depression Quotes and Sayings, Depression Test, Depression Test, Depression Cognitive Research, Anxiety Test, Moodivate, Stress Test, Psicologia de la Depresión	{'depression': np.float64(0.4126300972925113), 'test': np.float64(0.18679528992201716), 'anxiety': np.float64(0.08790204544489151), 'psychology': np.float64(0.07798433160705456), 'disorders': np.float64(0.062085968858899096), 'treatment': np.float64(0.06001650143408027), 'mental': np.float64(0.0584652499706114), 'app': np.float64(0.05844144600792749), 'stop': np.float64(0.05681302627503855), 'clinical': np.float64(0.056158400710619755)}	{'Assessment': 10, 'Other': 12, 'Educational Content': 6, 'Journaling': 1, 'Games': 1, 'Affirmations/Inspiration': 1, 'Talk Therapy / Coaching - AI/Digital': 1}	{'Depression & Mood Disorders': 9, 'General': 4, 'Anxiety': 4, 'Depression': 2}	{'General': 15}
cluster_42	22	692	0.04667016007583829	Velavoz, Craving To Quit, Hallow: Prayer & Meditation, Tiimo - Visual Daily Planner, Ritual: Wellbeing Practices, Pensive - Therapy AI, March: Pelvic & Endometriosis, FitMind: Mind Training, ACT iCoach: Acceptance Commitm, Breeze: Start Self-Discovery, Maudsley Prescribing Guideline, Unwinding Anxiety®, VOS: Mental Health, AI Therapy, CBT Companion: Therapy app, Endel: Focus, Relax & Sleep, Days Clean Tracker, Expectful: Wellness for Moms, Ultiself | Self-Improvement, Transform - NoFap, Alkeme: Black Mental Health, Alux: Self-Help & Productivity, MindSpa.com	{'subscription': np.float64(0.17976778369920687), 'auto': np.float64(0.12639616947380988), 'account': np.float64(0.12500177495911943), 'renew': np.float64(0.10945775628819521), 'renewal': np.float64(0.10669421041332909), 'terms': np.float64(0.09212811856898231), 'period': np.float64(0.09034542892269487), 'purchase': np.float64(0.08864305869332129), 'hours': np.float64(0.08796617968534229), 'charged': np.float64(0.08747773429298723)}	{'Soothing Audio': 2, 'Educational Content': 17, 'Talk Therapy / Coaching - AI/Digital': 6, 'Meditation': 5, 'Other': 11, 'Journaling': 3, 'Assessment': 4, 'Games': 1}	{'Anxiety': 7, 'General': 15, 'Substance Use': 2, 'ADHD / ADD': 1, 'Depression & Mood Disorders': 3, 'Trauma / PTSD': 1}	{'General': 18, 'Children': 1, 'Religious': 1, 'Neurodivergent': 1, 'Women': 1, 'Pregnant Women / Mothers': 1, 'LGBTQ+': 1, 'Ethnic Minority': 1}
cluster_0	8	700	0.040148973729614734	Ceremony – Sound for Healing, Cognitivy. CBT Journal, Field Trip: Psychedelic guide, 6000 thoughts | AI Life Coach, DTR Diary - CBT & Mood Tracker, Psychedelic Trip Guide - Vivid, Emotions Manager, TAP	{'psychedelic': np.float64(0.3633360748452422), 'thoughts': np.float64(0.15441750728753081), 'emotions': np.float64(0.14266566026986707), 'app': np.float64(0.07780460248692804), 'tap': np.float64(0.07014169941156465), 'self': np.float64(0.05808646010595153), 'positive': np.float64(0.057391832081985436), 'personal': np.float64(0.05403451425825235), 'cognitive': np.float64(0.05393105742921219), 'music': np.float64(0.05187724715843622)}	{'Soothing Audio': 1, 'Meditation': 1, 'Journaling': 4, 'Assessment': 2, 'Other': 4, 'Educational Content': 2, 'Talk Therapy / Coaching - AI/Digital': 2}	{'General': 8, 'Anxiety': 1, 'Depression & Mood Disorders': 1}	{'General': 8}
cluster_33	23	723	0.03590981062909237	Soft Skills, Beanemo: Emotional Regulation, Emotional Intelligence, SoulSage: Emotional Healing, Learn Emotional Intelligence, Ahead: Emotions Coach, Emotional Intelligence Mastery, Yana: Your emotional companion, Empathy Set: Feelings & Needs, Tochi: Mood Tracker, Journal, Catzy: Self-Care Journey, Parrot - Emotions Wheel, NeverMind - Mental Health CBT, Positive Intelligence, Yana: More Than Just an AI, The Mental Fitness Gym, MindBuddy: Mood Journal & CBT, empaithy: AI for Mental Health, Emotion Detector, Emotional Intelligence Quiz, How We Feel, Emotional Intelligence for AEC, Talk to Myself	{'emotional': np.float64(0.29478919113329877), 'intelligence': np.float64(0.2033592771774046), 'emotions': np.float64(0.11897093013469147), 'yana': np.float64(0.08030869680565297), 'skills': np.float64(0.05491169781076695), 'mental': np.float64(0.05426389628880793), 'mood': np.float64(0.0461712944831833), 'feel': np.float64(0.04297546509815174), 'self': np.float64(0.042475141111652535), 'build': np.float64(0.04245195425345288)}	{'Educational Content': 12, 'Games': 1, 'Talk Therapy / Coaching - AI/Digital': 8, 'Assessment': 8, 'Meditation': 1, 'Journaling': 8, 'Other': 8, 'Mood Tracking': 4}	{'General': 14, 'ADHD / ADD': 2, 'Anxiety': 10, 'Depression & Mood Disorders': 8}	{'General': 22, 'Children': 1}
cluster_11	38	761	0.027411513077392945	QuitSure: Quit Smoking Smartly, Bad Habit Break, Habit Tracker, Me+ Lifestyle Routine, Anti Addiction :  Screen Time, Chally: Quit Habit, MDF : Quit X Addiction, Quit Addiction - Rewire Brain, Quit Weed, Habit Tracker & Goals - glue, Timecap care: ADHD Habit Timer, Grounded - Quit Weed Tracker, Habit Goals: Habit Tracker, Days Without, Habit Tracker - Proddy, Habit Rabbit: Habit Tracker, Cigarette Counter and Tracker, No More Fap - Quit Addiction, Break bad habits & addictions, SiS4, Quit: Hypnosis to Stop Smoking, Essence: Quit Porn Addiction, Kick It: Quit Smoking | Vaping, Quit Smoking Gradually, Habit Tracker - Mainspring, 21 Days Challenge, Habit Rewards - Habit Tracker, Fabulous Daily Routine Planner, Habit Tracker - Habit Radar, Higher Goals: Inspiring Habits, Life Wheel: Goals, Well-being, Micro Habits: Self-Improvement, Never Relapse Again, StopSocial: Stop doomscrolling, QualityTime : Phone Addiction, Quit Vaping - Quit Tracker, NoBeep: Quit Porn Addiction, Routine Planner, Habit Tracker	{'habit': np.float64(0.19255869479865428), 'smoking': np.float64(0.15262582712746206), 'quit': np.float64(0.14266444163657702), 'habits': np.float64(0.13207692646529076), 'addiction': np.float64(0.101103119378691), 'tracker': np.float64(0.09684058294195963), 'goals': np.float64(0.0869654118945185), 'daily': np.float64(0.06906046911871848), 'bad': np.float64(0.06316107647124988), 'life': np.float64(0.06298699093329505)}	{'Talk Therapy / Coaching - AI/Digital': 6, 'Assessment': 7, 'Other': 31, 'Games': 4, 'Journaling': 3, 'Mood Tracking': 4, 'Educational Content': 3, 'Meditation': 1}	{'Substance Use': 16, 'General': 26, 'ADHD / ADD': 2}	{'General': 36, 'Neurodivergent': 1}
cluster_44	37	798	0.02518131286531486	Plum Village: Mindfulness App, Pura Mente: Sleep & Meditation, Black Lotus: Goals to meditate, Headspace: Meditation & Health, Body Scan Meditation, Beat Social Phobia with Andrew, Serenity: Guided Meditation, Art of Living: Meditation,Yoga, Mindfulness Coach, Higher Self, Evolve: Self-Care & Meditation, Atom: Meditation for Beginners, Healthy Minds Program, Slowdive | Meditation & Mantra, Abide: Bible Meditation Prayer, Mindful Glimpses: Meditation, Lumenate: Explore & Relax, Meditation Plus: music, relax, Miracle of Mind - Sadhguru, Wim Hof Method: Breathwork, The Way: Meditation Path, Yoga+ Daily Stretching By Mary, Sadhguru - Yoga & Meditation, Sattva: Meditation and Mantras, Pause - Guided Meditation & re, Heartfulness: Daily Meditation, Waking Up: Meditation & Wisdom, Meditate Mantra- Focus & Sleep, Simple Habit: Meditation, Mindfulness Meditación guiada, Idanim・Meditation, Mindfulness, Mindfulness.com Meditation App, homodea Meditation, Visual Meditation & Relax, Meditation: Lojong, Mindfulness to go: life skills, Happier meditation	{'meditation': np.float64(0.33197366449373), 'mindfulness': np.float64(0.15680602513596673), 'meditations': np.float64(0.13324751702016288), 'guided': np.float64(0.10036850272014827), 'sleep': np.float64(0.08419489775349086), 'stress': np.float64(0.0809907084742474), 'practice': np.float64(0.07023296830726845), 'anxiety': np.float64(0.061936296750671256), 'app': np.float64(0.060734022584261714), 'life': np.float64(0.05778962048169885)}	{'Meditation': 37, 'Mood Tracking': 2, 'Soothing Audio': 6, 'Talk Therapy / Coaching - AI/Digital': 1, 'Educational Content': 14, 'Other': 11, 'Affirmations/Inspiration': 1, 'Journaling': 3, 'Vocalization/Breathwork': 1, 'Games': 1}	{'General': 25, 'Anxiety': 21, 'Sleep': 8, 'Depression & Mood Disorders': 6, 'Phobias': 1}	{'General': 36, 'Veterans': 1, 'LGBTQ+': 1, 'Religious': 1}
